Accident_Index;longitude;latitude;Police_Force;Accident_Severity;Number_of_Vehicles;Number_of_Casualties;Day_of_Week;Time;Local_Authority_(District);Local_Authority_(Highway);1st_Road_Class;1st_Road_Number;Road_Type;Speed_limit;Junction_Detail;Junction_Control;2nd_Road_Class;2nd_Road_Number;Pedestrian_Crossing-Human_Control;Pedestrian_Crossing-Physical_Facilities;Light_Conditions;Weather_Conditions;Road_Surface_Conditions;Special_Conditions_at_Site;Carriageway_Hazards;Urban_or_Rural_Area;Did_Police_Officer_Attend_Scene_of_Accident;LSOA_of_Accident_Location;Date
11616;8.212.074.668;2.208.357.914;1;2;1;1;7;01:55;8;E09000028;3;202;6;30;3;2;3;2215;0;5;4;1;1;0;0;1;1;E01004067;25/06/2018
11617;8.216.421.053;2.206.406.662;1;2;2;2;1;13:50;8;E09000028;6;0;6;30;3;4;4;215;0;0;1;1;1;0;0;1;1;E01003990;03/07/2018
11618;8.217.933.691;2.205.372.736;1;3;3;1;1;01:31;8;E09000028;3;202;6;30;3;4;3;2215;0;0;4;1;1;0;0;1;1;E01004010;24/07/2018
11619;8.211.561.889;2.207.316.137;1;3;2;1;5;18:01;8;E09000028;3;3;6;30;3;2;3;200;0;5;1;1;1;0;0;1;1;E01003929;14/07/2018
11620;8.211.277.212;2.205.796.962;1;3;2;1;1;18:23;8;E09000028;5;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004039;28/08/2018
11621;8.212.278.828;2.208.898.853;1;2;2;1;4;22:30;8;E09000028;3;2208;6;30;3;4;6;0;0;0;4;1;1;0;0;1;1;E01004038;27/07/2018
11622;8.213.350.894;2.208.594.556;1;3;1;1;3;11:05;8;E09000028;6;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01003943;16/08/2018
11623;8.219.770.498;2.210.351.532;1;3;2;1;5;21:00;8;E09000028;3;302;1;30;1;4;3;3;0;0;1;1;1;0;0;1;2;E01003932;25/08/2018
11624;8.212.073.831;220.660.338;1;2;1;2;6;10:55;8;E09000028;3;215;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01003076;26/08/2018
11625;8.215.480.774;2.210.185.688;1;3;2;1;5;19:05;8;E09000028;3;2;3;30;6;2;4;214;0;5;1;1;1;0;0;1;1;E01003966;01/09/2018
11626;8.210.939.143;2.208.825.087;1;3;2;1;6;17:45;8;E09000028;3;2214;6;30;3;4;3;2216;0;0;1;1;1;0;0;1;1;E01003953;02/09/2018
11627;8.212.337.194;2.208.640.527;1;3;2;2;1;13:43;8;E09000028;3;215;6;30;8;4;6;0;0;5;1;1;1;0;0;1;1;E01003996;10/07/2018
11628;821.776.789;2.209.036.004;1;2;1;1;7;18:55;8;E09000028;3;212;6;30;3;4;3;212;0;0;4;1;1;0;0;1;1;E01003948;03/09/2018
11629;8.213.476.197;2.207.145.153;1;3;3;2;2;18:35;8;E09000028;3;2208;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01003986;05/09/2018
11630;821.672.081;2.205.987.755;1;3;2;1;7;22:30;8;E09000028;5;0;6;30;6;2;3;2214;0;5;4;1;1;0;0;1;1;E01004069;03/09/2018
11631;8.212.335.263;220.611.499;1;3;2;1;7;08:51;8;E09000028;3;3;1;30;1;4;3;3;0;0;1;1;1;0;0;1;1;E01003933;02/07/2018
11632;8.219.034.895;2.205.562.085;1;3;2;1;5;08:25;8;E09000028;6;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01003948;11/08/2018
11633;8.214.476.853;2.208.654.318;1;3;3;1;5;16:17;8;E09000028;3;202;6;30;3;2;6;0;0;5;1;1;1;0;0;1;1;E01003914;18/08/2018
11634;8.212.957.604;2.208.016.872;1;3;2;1;5;09:10;8;E09000028;3;300;6;30;6;2;4;300;0;5;1;1;1;0;0;1;1;E01003929;18/08/2018
11635;8.214.007.956;2.207.188.672;1;3;1;1;3;19:48;8;E09000028;3;100;6;30;0;-1;-1;0;0;0;4;1;1;0;0;1;1;E01004027;06/09/2018
11636;821.435.601;220.578.539;1;3;2;1;7;17:50;8;E09000028;6;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;2;E01003914;09/07/2018
11637;8.218.872.396;2.209.636.248;1;3;2;1;7;20:17;8;E09000028;3;2208;6;30;9;2;5;0;0;0;4;2;2;0;0;1;1;E01004037;10/09/2018
11638;8.211.309.137;220.799.916;1;3;2;1;7;12:30;8;E09000028;3;2199;6;30;1;4;3;2199;0;1;1;1;1;0;0;1;1;E01003946;20/08/2018
11639;8.214.829.898;2.208.845.285;1;3;1;1;6;21:40;8;E09000028;3;2206;6;30;3;4;3;2206;0;0;4;1;1;0;0;1;1;E01004035;26/08/2018
11640;8.219.611.449;2.204.867.184;1;3;2;1;7;09:49;8;E09000028;3;3;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01003933;27/08/2018
11641;8.219.240.836;2.205.259.602;1;3;1;1;3;11:20;8;E09000028;6;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004022;30/08/2018
11642;8.216.377.268;2.207.572.933;1;3;2;1;6;21:55;8;E09000028;3;2;3;30;3;2;3;2208;0;5;4;1;1;0;0;1;1;E01003989;02/09/2018
11643;8.218.485.792;2.209.950.647;1;2;2;1;3;08:30;8;E09000028;3;3;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01003932;20/09/2018
11644;8.217.195.629;2.208.164.274;1;3;2;1;4;18:29;8;E09000028;3;3;6;30;3;2;6;0;0;5;1;1;1;0;0;1;1;E01003981;21/09/2018
11645;8.211.250.931;2.205.652.718;1;3;2;1;5;15:45;8;E09000028;3;2214;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004064;22/09/2018
11646;8.217.952.214;2.207.102.714;1;3;2;1;5;19:20;8;E09000028;3;300;6;30;8;4;6;0;0;0;1;2;2;0;0;1;1;E01003929;22/09/2018
11647;8.214.827.766;2.206.267.663;1;3;2;1;2;22:42;8;E09000028;4;215;6;30;3;4;4;216;0;0;4;1;1;0;0;1;1;E01004010;26/09/2018
11648;8.215.064.199;2.206.072.759;1;3;2;1;1;18:55;8;E09000028;3;3;6;30;3;2;3;3;0;5;1;1;1;0;0;1;1;E01003929;25/09/2018
11649;8.211.345.728;2.209.268.499;1;3;2;1;6;18:57;8;E09000028;6;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01003952;20/05/2018
11650;8.217.307.113;2.205.288.981;1;3;2;1;3;08:30;8;E09000028;3;215;6;30;3;4;6;0;0;1;1;1;1;0;0;1;2;E01004047;06/09/2018
11651;821.782.049;2.206.137.315;1;3;2;1;6;20:23;8;E09000028;3;2216;6;30;3;4;6;0;0;0;4;1;1;0;0;1;1;E01004072;26/08/2018
11652;8.212.069.678;2.206.834.692;1;2;1;1;5;16:18;8;E09000028;3;215;6;30;3;4;6;0;0;1;1;1;1;0;0;1;1;E01003994;08/09/2018
11653;8.213.312.255;220.827.588;1;3;1;1;6;12:00;8;E09000028;3;2214;6;30;0;-1;-1;0;0;1;1;1;1;0;0;1;1;E01003953;02/09/2018
11654;821.184.131;2.210.547.976;1;3;2;1;5;12:13;8;E09000028;3;202;6;30;3;4;4;217;0;4;1;1;1;0;0;1;1;E01004066;08/09/2018
11655;8.217.748.863;220.642.073;1;3;1;1;2;18:00;1;E09000033;3;3211;6;30;0;-1;-1;0;0;4;1;1;1;0;0;1;2;E01004733;19/09/2018
11656;8.215.598.609;2.209.723.578;1;3;3;1;2;17:45;8;E09000028;3;215;6;30;6;2;6;0;0;5;1;2;2;0;0;1;2;E01003996;16/05/2018
11657;8.214.257.007;2.210.033.724;1;2;1;1;6;01:45;8;E09000028;6;0;6;30;0;-1;-1;0;0;0;4;1;1;0;0;1;1;E01003964;02/09/2018
11658;8.212.358.387;2.206.552.658;1;2;2;1;7;17:15;8;E09000028;6;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01003915;03/09/2018
11659;8.216.451.053;2.207.602.391;1;3;2;1;1;21:27;8;E09000028;3;2214;6;30;6;2;3;2214;0;0;4;1;1;4;0;1;1;E01004070;04/09/2018
11660;8.214.747.965;2.207.203.504;1;3;2;1;3;18:20;9;E09000022;3;2214;6;30;3;4;6;0;0;1;1;1;1;0;0;1;1;E01003074;06/09/2018
11661;8.216.017.047;2.205.816.686;1;3;2;1;6;17:00;8;E09000028;5;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01003984;09/09/2018
11662;8.211.835.984;2.207.583.861;1;2;1;1;3;23:44;8;E09000028;3;201;6;30;3;4;6;0;0;0;4;1;1;0;0;1;1;E01003959;06/09/2018
11663;8.214.049.256;2.210.023.944;1;3;2;1;6;07:15;8;E09000028;3;3;1;30;1;4;3;302;0;0;1;1;1;0;0;1;1;E01003933;09/09/2018
11664;8.212.602.523;2.209.058;1;3;1;2;6;19:51;8;E09000028;3;2208;6;30;3;4;3;2206;0;0;4;1;1;0;0;1;1;E01004035;16/09/2018
11665;8.218.380.538;2.209.928.104;1;3;1;1;5;15:11;8;E09000028;3;201;6;30;3;4;6;0;0;4;1;1;1;0;0;1;1;E01003960;15/09/2018
11666;8.215.624.394;2.206.656.234;1;3;2;1;1;12:08;8;E09000028;3;2;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01003942;11/09/2018
11667;8.212.822.293;2.208.311.585;1;3;2;1;1;16:45;8;E09000028;3;200;6;30;3;4;3;200;0;1;1;4;4;0;0;1;1;E01004027;11/09/2018
11668;8.211.547.304;2.210.114.871;1;3;2;1;5;22:30;8;E09000028;3;3;6;30;3;4;3;300;0;1;4;1;1;0;0;1;1;E01003927;15/09/2018
11669;8.211.304.325;2.208.817.696;1;3;3;3;1;17:45;8;E09000028;3;201;6;30;3;4;4;240;0;0;1;1;1;0;0;1;1;E01003962;11/09/2018
11670;8.210.754.902;2.205.133.179;1;3;2;2;1;20:50;8;E09000028;3;2208;6;30;3;4;3;200;0;0;1;1;1;0;0;1;1;E01004036;04/09/2018
11671;8.214.309.717;2.206.035.981;1;3;2;1;7;15:30;8;E09000028;6;0;6;30;3;4;6;0;0;0;1;1;2;0;0;1;1;E01003948;01/10/2018
11672;8.211.269.981;220.974.792;1;3;1;1;1;10:50;8;E09000028;6;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01003927;02/10/2018
11673;8.213.729.118;2.205.568.835;1;3;1;1;5;10:05;8;E09000028;3;200;6;30;3;2;4;206;0;5;1;1;1;0;0;1;1;E01004036;08/09/2018
11674;821.807.071;2.206.639.244;1;3;1;1;2;22:45;8;E09000028;3;2;6;30;0;-1;-1;0;0;0;4;1;1;0;0;1;1;E01003966;05/09/2018
11675;8.213.999.935;2.206.327.832;1;3;2;1;3;15:55;8;E09000028;3;2206;6;30;6;4;6;0;0;0;1;1;1;0;0;1;1;E01003979;20/09/2018
11676;821.308.227;2.209.423.764;1;3;2;1;3;09:09;9;E09000022;4;222;6;30;7;2;3;215;0;5;1;1;1;0;0;1;1;E01003074;20/09/2018
11677;8.212.960.996;2.206.247.985;1;3;2;1;5;13:10;8;E09000028;3;215;6;30;3;4;6;0;0;4;1;1;1;0;0;1;1;E01003996;15/09/2018
11678;8.211.629.473;2.208.903.152;1;2;2;1;6;06:01;8;E09000028;3;3202;1;30;1;4;3;201;0;0;4;1;2;0;0;1;1;E01003931;19/08/2018
11679;821.445.969;220.590.262;1;2;1;1;3;08:30;8;E09000028;3;3;6;30;6;2;3;200;0;5;1;1;1;0;0;1;1;E01003939;13/09/2018
11680;8.216.152.485;2.208.490.255;1;3;3;1;3;20:00;8;E09000028;6;0;1;30;2;4;6;0;0;0;4;1;1;0;0;1;1;E01003949;27/09/2018
11681;821.238.419;2.209.725.967;1;3;3;1;6;14:15;8;E09000028;3;201;6;30;3;4;4;240;0;4;1;1;1;0;0;1;1;E01003962;16/09/2018
11682;8.218.613.557;2.204.998.512;1;3;2;1;6;17:00;8;E09000028;3;215;6;30;3;4;3;215;0;0;1;1;1;0;0;1;1;E01003921;30/09/2018
11683;8.215.471.095;2.206.074.908;1;2;2;1;5;17:47;8;E09000028;3;202;6;30;3;2;6;0;0;5;1;1;1;0;0;1;1;E01003914;29/09/2018
11684;8.216.321.002;2.205.929.552;1;3;2;1;4;18:56;8;E09000028;3;2214;6;30;3;4;6;0;0;0;4;1;2;0;0;1;1;E01004064;28/09/2018
11685;8.212.659.522;2.209.615.436;1;3;2;1;3;15:30;8;E09000028;5;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004069;27/09/2018
11686;8.217.673.612;2.205.615.197;1;2;2;2;2;18:28;8;E09000028;6;0;2;30;6;4;6;0;0;0;4;1;1;0;0;1;1;E01004063;26/09/2018
11687;8.214.103.954;2.205.651.796;1;3;2;1;2;08:07;8;E09000028;3;2;6;30;3;2;5;0;0;5;1;1;1;0;0;1;1;E01003966;26/09/2018
11688;8.215.884.571;220.733.294;1;3;1;2;1;20:45;8;E09000028;3;2;3;50;0;-1;-1;0;0;0;4;1;1;0;0;1;1;E01003989;25/09/2018
11689;8.219.065.865;2.206.595.085;1;3;2;1;6;09:09;8;E09000028;3;3;6;30;0;-1;-1;0;0;0;1;2;2;0;0;1;1;E01003929;30/09/2018
11690;8.218.944.264;2.209.468.655;1;3;2;1;3;07:35;8;E09000028;3;201;6;30;3;4;6;0;0;0;1;2;2;0;0;1;1;E01003944;27/09/2018
11691;8.219.620.495;2.205.386.213;1;3;2;1;5;02:00;8;E09000028;3;202;6;30;3;4;6;0;0;1;4;2;2;0;0;1;1;E01003985;29/09/2018
11692;8.218.399.313;2.209.776.661;1;3;1;1;3;14:24;8;E09000028;3;2;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01003984;30/08/2018
11693;8.213.917.543;2.208.256.239;1;3;2;1;5;09:12;8;E09000028;3;3;1;30;1;4;3;302;0;0;1;1;1;0;0;1;1;E01003933;25/08/2018
11694;8.219.472.774;2.210.250.556;1;3;2;1;5;17:19;8;E09000028;3;2;6;30;3;4;6;0;0;4;1;1;1;0;0;1;1;E01003988;29/09/2018
11695;8.216.451.654;220.852.396;1;3;2;1;3;10:06;8;E09000028;5;0;6;30;6;4;6;0;0;0;1;1;1;0;0;1;2;E01003988;20/09/2018
11696;8.216.534.251;2.205.889.592;1;3;2;2;3;22:42;8;E09000028;3;2201;6;30;6;4;6;0;0;0;4;1;1;0;0;1;1;E01004030;20/09/2018
11697;8.215.092.638;2.209.661.129;1;3;2;1;2;00:05;8;E09000028;3;2;6;30;3;2;3;2208;0;5;4;1;1;0;0;1;1;E01003989;26/09/2018
11698;8.218.114.644;2.204.862.057;1;3;2;1;3;10:47;8;E09000028;6;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004021;27/09/2018
11699;8.214.990.031;2.207.208.426;1;2;1;1;5;07:42;8;E09000028;3;205;6;30;3;4;5;0;0;0;1;2;2;0;0;1;1;E01003951;15/09/2018
11700;8.217.038.416;220.950.797;1;3;1;1;5;11:55;9;E09000022;3;2199;6;30;0;-1;-1;0;0;0;1;2;2;0;0;1;1;E01004069;15/09/2018
11701;8.213.753.945;2.204.951.547;1;3;2;1;6;14:06;8;E09000028;3;2216;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01003952;16/09/2018
11702;8.213.194.354;2.208.023.578;1;3;2;1;2;15:44;8;E09000028;3;200;3;30;3;2;3;2207;0;5;1;1;1;0;0;1;1;E01004028;12/09/2018
11703;8.218.501.207;2.206.942.516;1;3;1;2;6;14:19;8;E09000028;3;202;6;30;3;2;3;2215;0;5;1;1;1;0;0;1;1;E01004067;09/09/2018
11704;8.213.678.441;2.208.437.618;1;2;2;1;5;23:28;8;E09000028;3;100;6;30;6;2;3;200;0;5;4;1;1;0;0;1;1;E01004027;29/09/2018
11705;8.218.853.342;2.207.450.314;1;3;2;1;5;08:23;8;E09000028;3;100;6;30;6;4;6;0;0;0;1;1;1;0;0;1;2;E01003941;29/09/2018
11706;8.211.593.035;2.206.358.671;1;3;2;1;3;14:00;9;E09000022;3;215;6;30;6;2;5;0;0;5;1;1;1;0;0;1;2;E01003072;27/09/2018
11707;8.215.457.366;2.204.916.775;1;3;1;1;1;12:05;8;E09000028;3;200;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;2;E01004034;25/09/2018
11708;8.216.495.513;2.209.459.906;1;3;2;1;6;11:00;8;E09000028;6;0;6;30;6;4;3;2201;0;0;1;1;1;0;0;1;1;E01004030;23/09/2018
11709;8.217.324.421;2.205.067.176;1;3;2;1;3;21:10;8;E09000028;3;215;6;30;3;2;5;0;0;5;4;1;1;0;0;1;1;E01003996;04/10/2018
11710;8.211.147.298;220.657.599;1;3;2;1;5;18:03;8;E09000028;3;2;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01003984;06/10/2018
11711;8.214.517.243;2.208.378.433;1;3;1;1;1;23:46;8;E09000028;3;202;6;30;3;4;6;0;0;1;4;1;1;0;0;1;1;E01004067;09/10/2018
11712;8.215.404.916;2.207.853.188;1;2;1;1;5;15:15;8;E09000028;3;201;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;2;E01003959;15/09/2018
11713;8.211.455.835;2.205.761.977;1;3;2;1;7;14:40;8;E09000028;3;3;6;30;6;4;6;0;0;5;1;1;1;0;6;1;1;E01003937;01/10/2018
11714;8.212.927.184;2.209.168.058;1;3;2;1;6;17:10;8;E09000028;6;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004068;07/10/2018
11715;8.214.285.435;2.209.427.746;1;3;1;1;2;16:00;8;E09000028;3;205;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01003949;10/10/2018
11716;8.217.226.757;2.206.697.563;1;3;1;1;5;13:05;8;E09000028;3;202;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004067;06/10/2018
11717;8.219.680.165;2.209.972.142;1;2;3;2;4;16:43;8;E09000028;4;238;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004018;05/10/2018
11718;8.217.194.855;2.210.408.872;1;2;2;1;1;11:30;9;E09000022;3;202;6;30;6;2;5;0;0;5;1;1;1;0;0;1;1;E01003183;09/10/2018
11719;8.215.405.219;2.210.451.726;1;3;2;2;5;22:13;8;E09000028;3;215;6;30;6;2;3;215;0;5;4;1;1;0;0;1;1;E01003924;30/06/2018
11720;8.214.766.515;2.208.824.728;1;3;2;1;2;13:00;8;E09000028;3;2;6;30;7;2;3;3;0;5;1;1;1;0;0;1;2;E01003939;25/07/2018
11721;8.216.027.901;2.209.580.701;1;2;2;1;3;02:30;8;E09000028;3;200;6;30;3;4;6;0;0;0;4;1;1;0;0;1;1;E01003981;20/09/2018
11722;8.213.101.223;2.209.602.197;1;3;2;1;2;11:10;8;E09000028;3;2198;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01003941;19/09/2018
11723;821.944.944;221.005.577;1;3;2;1;5;12:14;8;E09000028;3;201;6;30;6;4;6;0;0;0;1;1;1;0;0;1;1;E01003928;29/09/2018
11724;8.219.549.355;2.210.426.012;1;3;2;1;7;13:40;8;E09000028;4;238;6;30;8;4;6;0;0;0;1;2;2;0;0;1;2;E01004021;10/09/2018
11725;8.214.428.322;2.208.594.453;1;3;1;1;6;09:20;8;E09000028;3;2216;6;30;0;-1;-1;0;0;5;1;1;1;0;0;1;1;E01004075;07/10/2018
11726;8.218.702.943;2.207.789.535;1;3;1;2;6;19:21;8;E09000028;3;2;6;30;3;4;6;0;0;0;4;1;1;0;0;1;1;E01003966;07/10/2018
11727;8.215.193.731;2.205.263.627;1;3;2;1;4;10:09;8;E09000028;3;2;3;30;6;2;4;214;0;5;1;1;1;0;0;1;1;E01003966;05/10/2018
11728;8.217.744.327;2.204.990.809;1;3;2;1;4;18:18;8;E09000028;3;3;1;30;1;2;3;201;0;5;4;1;1;0;0;1;1;E01003933;05/10/2018
11729;8.217.120.336;2.210.685.434;1;3;1;1;4;18:47;9;E09000022;4;300;6;30;0;-1;-1;0;0;1;1;1;1;0;0;1;1;E01003017;05/10/2018
11730;8.211.218.944;2.210.483.001;1;3;1;1;3;09:50;8;E09000028;4;215;6;30;0;-1;-1;0;0;1;1;1;1;0;0;1;1;E01004010;04/10/2018
11731;8.212.735.671;2.205.680.069;1;3;1;1;5;17:45;8;E09000028;3;2;6;30;3;2;3;2208;0;5;1;1;1;0;0;1;2;E01003989;06/10/2018
11732;8.217.743.325;2.205.397.572;1;2;2;1;2;08:42;8;E09000028;3;201;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01003959;03/10/2018
11733;8.217.261.502;2.206.391.528;1;3;2;1;7;01:49;8;E09000028;3;215;6;30;3;2;6;0;0;5;4;2;2;0;0;1;1;E01003921;01/10/2018
11734;8.218.028.078;2.209.341.406;1;3;2;1;3;19:30;8;E09000028;3;2216;3;30;6;2;6;0;0;5;4;1;1;0;0;1;2;E01004048;04/10/2018
11735;8.219.452.779;22.051.173;1;3;1;1;7;19:20;8;E09000028;3;2206;6;30;3;4;3;2206;0;0;4;2;2;0;0;1;2;E01004035;08/10/2018
11736;8.217.785.745;2.210.251.869;1;3;2;1;7;02:20;8;E09000028;3;200;6;30;0;-1;-1;0;0;0;5;1;1;0;0;1;2;E01004022;08/10/2018
11737;8.215.179.764;2.210.292.861;1;3;2;1;5;08:40;8;E09000028;3;2;6;30;3;4;4;2227;0;0;1;1;2;0;0;1;2;E01004003;20/10/2018
11738;8.217.549.292;2.209.519.931;1;3;2;1;2;16:00;8;E09000028;3;202;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01003985;10/10/2018
11739;8.217.350.723;2.208.305.191;1;3;1;1;7;05:25;8;E09000028;3;202;6;30;0;-1;-1;0;0;0;4;1;1;0;0;1;1;E01003921;15/10/2018
11740;8.218.892.858;2.209.377.034;1;3;2;1;7;09:43;8;E09000028;6;0;6;30;3;4;4;215;0;0;1;1;1;0;0;1;1;E01004010;15/10/2018
11741;8.211.987.823;2.205.936.933;1;3;1;1;4;20:27;8;E09000028;4;214;6;30;0;-1;-1;0;0;0;4;2;2;0;0;1;1;E01003964;12/10/2018
11742;821.842.108;2.206.564.263;1;3;3;2;3;17:30;8;E09000028;3;2216;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004075;11/10/2018
11743;8.215.494.724;2.210.166.488;1;3;2;1;4;14:10;8;E09000028;4;238;6;30;3;4;6;0;0;0;1;2;2;0;0;1;1;E01004018;12/10/2018
11744;8.214.184.868;22.079.473;1;3;2;1;1;23:28;8;E09000028;3;101;6;30;1;4;6;0;0;0;4;1;1;0;0;1;1;E01004033;09/10/2018
11745;8.213.489.881;2.206.172.313;1;3;2;1;7;17:12;8;E09000028;3;2;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01003984;08/10/2018
11746;8.215.171.078;2.210.277.867;1;3;1;1;6;16:30;8;E09000028;3;2215;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004062;07/10/2018
11747;8.215.469.166;2.208.385.363;1;3;2;1;1;04:27;8;E09000028;3;2;6;30;3;4;6;0;0;0;4;1;1;0;0;1;1;E01003989;16/10/2018
11748;8.214.669.301;2.207.047.135;1;3;2;3;1;12:00;8;E09000028;3;215;6;30;3;2;6;0;0;5;1;1;1;0;0;1;1;E01003996;16/10/2018
11749;8.218.229.997;2.205.894.887;1;3;2;1;7;16:15;8;E09000028;3;2214;6;30;2;4;6;0;0;0;1;1;1;0;0;1;1;E01004000;15/10/2018
11750;8.218.154.527;220.878.983;1;3;2;1;7;15:00;8;E09000028;3;2214;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004064;15/10/2018
11751;8.211.360.227;2.206.613.792;1;3;2;1;3;08:00;8;E09000028;6;0;2;30;3;2;3;302;0;5;1;1;1;0;6;1;1;E01003932;11/10/2018
11752;821.594.752;2.207.944.782;1;3;1;1;4;16:30;8;E09000028;5;0;6;30;3;4;6;0;0;0;1;2;2;0;0;1;1;E01004042;12/10/2018
11753;8.213.408.763;2.206.644.844;1;3;1;1;2;09:53;8;E09000028;5;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004069;17/10/2018
11754;8.210.656.913;2.206.726.204;1;3;2;1;3;22:03;8;E09000028;3;215;6;30;6;2;4;214;0;5;4;1;1;0;0;1;1;E01003923;18/10/2018
11755;8.215.476.229;2.209.251.191;1;3;1;1;6;20:37;8;E09000028;3;2216;6;30;3;4;6;0;0;0;4;1;1;0;0;1;1;E01003952;21/10/2018
11756;821.608.514;2.210.500.513;1;3;2;1;5;20:15;8;E09000028;3;2206;6;30;3;4;6;0;0;0;4;1;1;0;0;1;1;E01004035;20/10/2018
11757;8.214.482.613;2.207.324.148;1;2;1;1;4;08:02;8;E09000028;3;3;6;30;3;4;6;0;0;1;1;2;2;0;0;1;1;E01003110;19/10/2018
11758;8.218.481.433;2.207.258.845;1;3;1;1;4;15:50;8;E09000028;4;219;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01003958;19/10/2018
11759;8.216.917.468;2.206.164.548;1;3;2;1;7;15:00;8;E09000028;3;2;6;30;0;-1;-1;0;0;0;1;2;2;0;0;1;2;E01003960;10/09/2018
11760;8.215.036.545;2.206.216.434;1;2;1;2;7;15:32;8;E09000028;5;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01003961;15/10/2018
11761;8.215.683.044;2.209.155.035;1;3;2;1;6;16:17;8;E09000028;3;215;6;30;3;4;3;215;0;0;1;1;1;0;0;1;1;E01003921;21/10/2018
11762;8.212.496.595;220.711.348;1;3;2;1;5;11:18;8;E09000028;3;202;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004005;20/10/2018
11763;821.286.341;2.206.594.164;1;3;1;1;7;19:40;8;E09000028;6;0;6;30;3;4;6;0;0;0;4;2;2;0;0;1;1;E01004068;08/10/2018
11764;8.219.392.627;2.209.530.325;1;3;2;1;5;07:00;8;E09000028;3;2;6;30;1;4;3;2;0;0;1;1;2;0;0;1;1;E01003960;20/10/2018
11765;821.723.998;2.210.437.268;1;3;2;1;5;13:50;8;E09000028;3;302;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01003932;20/10/2018
11766;8.212.492.645;2.207.312.471;1;3;1;1;3;18:12;8;E09000028;3;2215;6;30;3;4;6;0;0;0;1;2;2;0;0;1;1;E01004067;25/10/2018
11767;8.217.656.266;2.205.431.966;1;3;2;1;2;16:21;8;E09000028;3;2216;6;30;3;4;5;0;0;0;1;2;2;0;0;1;1;E01004075;24/10/2018
11768;8.211.827.083;2.205.103.441;1;3;1;1;3;20:05;8;E09000028;5;0;6;30;3;4;6;0;0;0;4;1;1;0;0;1;1;E01004020;25/10/2018
11769;8.219.654.878;2.205.797.471;1;3;2;1;3;11:45;8;E09000028;6;0;6;30;3;4;6;0;0;0;1;4;1;0;0;1;1;E01004052;25/10/2018
11770;8.219.189.248;220.570.347;1;3;1;1;4;18:10;8;E09000028;3;202;6;30;3;4;6;0;0;0;4;1;1;0;0;1;1;E01004067;26/10/2018
11771;8.210.674.681;2.205.383.629;1;3;1;1;4;17:59;8;E09000028;3;202;6;30;8;4;6;0;0;0;4;1;1;0;0;1;1;E01004067;26/10/2018
11772;8.215.084.856;2.206.261.575;1;3;2;1;2;12:41;8;E09000028;3;2214;6;30;3;4;6;0;0;1;1;2;2;0;0;1;1;E01004073;24/10/2018
11773;8.213.792.958;2.205.414.062;1;3;3;1;2;15:44;8;E09000028;6;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01003917;24/10/2018
